brand,model_original,model_primeira_palavra
VW - VolksWagen,up! Connect,up!
VW - VolksWagen,up! cross,up!
VW - VolksWagen,up! cross I MOTION,up!
VW - VolksWagen,up! high,up!
VW - VolksWagen,up! high I MOTION,up!
VW - VolksWagen,up! move,up!
VW - VolksWagen,up! move I MOTION,up!
VW - VolksWagen,up! Pepper,up!
VW - VolksWagen,up! Run,up!
VW - VolksWagen,up! Run I MOTION,up!
VW - VolksWagen,up! SPEED,up!
VW - VolksWagen,up! take,up!
VW - VolksWagen,up! track,up!
VW - VolksWagen,up! Xtreme,up!
VW - VolksWagen,Van,Van
VW - VolksWagen,VIRTUS,VIRTUS
VW - VolksWagen,VIRTUS Comfort.,VIRTUS
VW - VolksWagen,VIRTUS Exclusive,VIRTUS
VW - VolksWagen,VIRTUS GTS,VIRTUS
VW - VolksWagen,VIRTUS Highline,VIRTUS
VW - VolksWagen,VIRTUS Sense,VIRTUS
VW - VolksWagen,VIRTUS TSI,VIRTUS
VW - VolksWagen,VOYAGE,VOYAGE
VW - VolksWagen,VOYAGE  Trendline,VOYAGE
VW - VolksWagen,VOYAGE C/CL/Fox,VOYAGE
VW - VolksWagen,VOYAGE CL,VOYAGE
VW - VolksWagen,VOYAGE COMF/Highli.,VOYAGE
VW - VolksWagen,VOYAGE Comfortline,VOYAGE
VW - VolksWagen,VOYAGE Evidence,VOYAGE
VW - VolksWagen,VOYAGE GL,VOYAGE
VW - VolksWagen,VOYAGE GL/ Special,VOYAGE
VW - VolksWagen,VOYAGE I MOTION,VOYAGE
VW - VolksWagen,VOYAGE I MOTION  Trendline,VOYAGE
VW - VolksWagen,VOYAGE I MOTION COMF/Hghli.1.6 T.Flex,VOYAGE
VW - VolksWagen,VOYAGE I MOTION Evidence,VOYAGE
VW - VolksWagen,VOYAGE I MOTION TREND,VOYAGE
VW - VolksWagen,VOYAGE L/LS/Plus/GLS/S/Sport/Super L.Ang,VOYAGE
VW - VolksWagen,VOYAGE SELEÇÃO,VOYAGE
VW - VolksWagen,VOYAGE TREND,VOYAGE
VW - VolksWagen,VOYAGE Trendline,VOYAGE
